% 1. Title: SCIAA Classifying printed and Handwritten text
% 
% 2. Sources:
% (a) Creator: Akhil Katpally
% (b) Donor: SCIAA 
% (c) Date: May, 2016
% 
@RELATION SCIAA
@ATTRIBUTE VerticalProjectionVariance  	NUMERIC
@ATTRIBUTE MajorHorizontalProjectionDifference   	NUMERIC
@ATTRIBUTE MajorVerticalEdge  	NUMERIC
@ATTRIBUTE pixelDistribution   NUMERIC
@ATTRIBUTE VerticalEdge   NUMERIC
@ATTRIBUTE Density   NUMERIC
@ATTRIBUTE DeviationWidth   NUMERIC
@ATTRIBUTE DeviationHeight   NUMERIC
@ATTRIBUTE DeviationArea   NUMERIC
@ATTRIBUTE class        {Printed, Handwritten}
@DATA
17738222.26,10200,164.77,0.18,54.64,114.90,271.85,2.13,19390.33,Printed
13548221.21,27795,190.30,8.44,54.94,112.52,484.15,0.13,31455.67,Printed
17488676.79,71400,218.57,40.90,52.39,120.21,912.15,2.87,63974.67,Printed
16795212.62,4080,142.07,5.23,73.46,133.43,290.85,2.87,20235.33,Printed
13323425.79,20145,231.46,21.94,59.77,120.78,0.15,2.13,1710.33,Printed
16184710.56,9945,205.52,16.43,60.47,109.33,244.85,0.13,17387.33,Printed
17834101.43,40035,182.69,21.53,58.98,131.09,28.85,0.13,2915.33,Printed
16786313.37,39780,172.13,1.22,46.44,106.19,34.15,12.87,6544.67,Printed
12693985.20,15810,199.75,1.16,63.01,124.54,160.85,7.13,13215.33,Printed
12467533.62,24990,155.65,18.35,57.19,115.01,65.85,9.87,2364.33,Printed
22966213.43,11475,206.96,50.63,37.72,92.17,300.85,1.87,21003.33,Printed
13349673.20,24990,181.59,25.02,58.41,126.63,28.15,1.13,506.67,Printed
17423396.52,36720,238.81,26.08,59.35,132.39,268.15,4.13,14435.67,Printed
26732685.26,2295,255.00,80.43,47.54,155.43,341.85,8.13,24102.33,Printed
12714411.94,22695,251.19,4.41,52.28,112.49,46.85,0.13,4121.33,Printed
18711025.69,24735,211.90,41.23,52.73,121.68,67.15,3.87,5260.67,Printed
14669432.10,25245,209.33,6.98,58.09,125.47,127.15,0.13,7536.67,Printed
7475502.33,9690,114.93,43.39,56.13,108.79,306.85,3.87,21293.33,Printed
16777968.33,20145,161.05,0.43,57.13,113.49,220.85,8.87,14447.33,Printed
9313380.08,33150,178.50,33.31,52.95,112.84,57.15,2.87,4124.67,Printed
6324466.44,13770,208.16,24.02,73.54,187.15,238.85,18.13,19325.33,Printed
16618989.90,30090,187.71,36.57,54.24,112.29,302.15,4.87,22616.67,Printed
13531167.11,27540,161.39,1.12,52.01,105.69,126.85,11.87,6577.33,Printed
16611329.29,30345,153.00,13.86,55.06,78.04,270.15,17.87,28619.67,Printed
7891160.21,5610,127.50,28.52,67.15,87.24,292.85,12.87,19615.33,Printed
23102048.22,11220,175.07,39.48,53.50,116.00,145.65,0.41,10102.99,Printed
13426525.76,14790,213.87,17.98,57.42,113.78,142.65,4.59,10796.99,Printed
12157888.82,9435,182.69,38.82,63.90,114.37,240.65,0.41,16467.99,Printed
14234639.42,6120,144.63,25.48,52.13,102.13,255.65,0.41,17472.99,Printed
14657880.33,80835,205.42,31.57,44.75,101.82,282.35,5.41,21593.01,Printed
20242578.99,35955,220.75,0.99,52.96,118.52,215.35,0.41,14084.01,Printed
14994155.29,26010,207.19,14.94,61.89,129.49,79.35,2.59,3769.01,Printed
7770273.41,3825,215.00,80.69,58.82,108.01,253.65,15.59,18426.99,Printed
10463421.25,16830,205.00,26.41,67.97,149.60,82.65,15.59,9705.99,Printed
11336818.80,11475,180.00,10.75,69.39,155.31,174.65,15.59,14397.99,Printed
9207901.75,39270,210.00,10.10,70.96,153.04,20.35,15.59,4452.99,Printed
4580079.07,4590,199.57,76.08,56.27,112.63,255.65,20.59,18858.99,Printed
12090224.27,29070,227.28,3.71,68.77,154.19,20.65,20.59,8048.99,Printed
21744121.87,26265,218.57,28.27,62.04,142.95,102.35,3.59,4817.01,Printed
13188249.62,10455,179.75,19.68,66.18,153.70,226.65,5.59,16099.99,Printed
16619089.91,48195,200.91,14.55,64.64,133.99,171.35,0.59,10643.01,Printed
17370971.04,62985,204.77,5.64,64.07,135.08,413.35,0.59,26615.01,Printed
6377482.24,4080,173.40,31.94,71.40,126.42,255.65,16.59,18594.99,Printed
11439169.62,41565,234.60,17.04,68.32,145.81,156.35,16.59,2005.01,Printed
9211974.88,4590,113.77,48.00,45.02,88.55,258.65,1.59,17799.99,Printed
12237601.73,36210,188.31,17.56,54.90,114.52,49.35,1.59,2220.01,Printed
13632680.58,47685,204.00,15.79,56.93,117.15,203.35,1.59,12230.01,Printed
16584471.43,6885,180.00,37.85,64.92,124.69,257.65,1.41,17542.99,Printed
13043127.42,61965,207.19,7.62,57.50,121.31,63.35,2.59,2745.01,Printed
14610333.08,12240,208.31,5.56,68.37,122.19,182.65,4.41,12025.99,Printed
14126696.60,32895,215.49,36.81,60.75,119.08,58.35,4.41,5085.01,Printed
14159589.20,13260,206.76,12.75,53.84,102.12,18.65,7.41,527.01,Printed
15423665.09,43860,219.08,1.77,60.45,120.49,409.35,4.41,30006.01,Printed
16942417.33,10455,154.34,2.28,54.76,105.62,121.65,9.41,6694.99,Printed
14150538.07,51765,174.47,28.25,53.35,116.25,264.35,9.41,22641.01,Printed
12408283.27,26520,200.36,16.64,60.83,124.24,71.35,3.41,5615.01,Printed
13568395.80,53805,188.63,24.87,52.97,114.10,477.35,6.41,36432.01,Printed
17514214.77,29325,208.31,27.20,51.63,109.10,268.35,4.41,19995.01,Printed
14519513.23,39270,225.00,25.73,56.57,118.67,69.35,1.41,4693.01,Printed
14368174.65,16575,186.76,32.35,52.19,107.91,144.65,4.41,9327.99,Printed
11361395.74,3825,193.18,25.69,57.89,122.53,258.65,0.59,17736.99,Printed
14031552.38,15810,184.78,24.40,59.87,124.68,75.65,2.41,4920.99,Printed
16971415.61,8670,239.55,16.69,71.43,140.46,143.65,0.59,10146.99,Printed
14976913.74,10200,178.50,9.00,58.54,121.11,219.65,3.41,14754.99,Printed
10266519.74,16830,158.51,28.92,67.27,129.06,177.65,7.41,11238.99,Printed
13428953.83,14535,191.25,10.57,59.51,129.16,136.65,1.41,9314.99,Printed
12202468.52,36210,193.94,52.61,56.36,117.58,74.65,4.41,4357.99,Printed
15967165.00,21165,190.30,6.75,63.52,131.52,150.65,0.41,10437.99,Printed
15355170.59,63750,204.00,29.18,49.41,104.33,196.35,8.41,16955.01,Printed
19572638.45,17850,206.96,19.04,54.56,135.66,126.65,2.41,8439.99,Printed
16240807.39,12240,193.18,25.04,56.44,130.80,232.65,0.59,16020.99,Printed
10317715.81,4590,178.50,11.90,71.71,152.90,271.65,16.59,19394.99,Printed
13421595.77,18615,178.15,45.87,53.13,117.31,74.65,6.41,3863.99,Printed
16394953.44,23970,195.87,20.02,57.77,132.04,136.65,2.41,9129.99,Printed
11530618.96,29325,175.74,19.31,52.95,116.37,62.35,7.41,6521.01,Printed
18191765.04,14280,166.30,11.49,62.83,131.68,175.65,2.41,11820.99,Printed
14711546.47,41820,168.85,27.60,54.23,113.85,126.35,7.41,11257.01,Printed
10366718.59,5100,171.27,29.33,59.65,114.34,229.65,0.41,15730.99,Printed
17184679.22,29070,192.17,20.04,53.57,109.58,234.35,2.41,16469.01,Printed
15023164.50,12240,191.25,33.46,48.28,106.92,141.65,5.41,8934.99,Printed
15908882.43,14790,206.25,10.74,57.13,132.07,143.65,1.41,9790.99,Printed
14227044.42,41820,214.35,20.20,56.20,117.62,110.35,2.41,7913.01,Printed
16656727.90,10710,205.52,19.28,54.06,123.52,233.65,0.41,15998.99,Printed
25623584.44,81090,161.21,4.06,36.49,80.41,858.35,20.41,80765.01,Printed
17898140.97,51255,202.50,25.35,55.54,129.64,320.35,1.41,21761.01,Printed
10163717.14,16830,185.00,16.56,64.92,163.00,131.65,15.59,12204.99,Printed
17969594.20,9690,197.91,23.58,51.34,137.53,233.65,0.41,15998.99,Printed
12322237.23,34425,192.17,17.31,54.57,116.41,172.35,2.41,12191.01,Printed
21483242.14,2550,201.72,11.17,44.47,111.36,267.65,0.41,18276.99,Printed
13035557.80,14790,224.55,34.07,52.46,132.39,173.65,0.41,11978.99,Printed
17516137.77,11220,200.91,11.31,62.16,120.66,173.65,0.59,12126.99,Printed
18230281.08,15555,190.30,25.82,55.17,127.44,133.65,0.41,9298.99,Printed
17743467.55,10710,197.91,20.41,47.23,144.80,233.65,0.41,15998.99,Printed
13670538.78,38760,178.88,15.57,58.35,121.01,206.35,0.41,13481.01,Printed
13562762.85,17850,199.57,34.76,49.39,107.84,143.65,2.41,9612.99,Printed
16181664.72,14025,204.77,16.26,61.74,124.77,171.65,0.59,11994.99,Printed
19809423.54,82110,215.16,29.11,61.16,134.99,263.35,2.59,15545.01,Printed
18367442.98,88485,223.13,10.99,65.33,137.77,316.35,2.59,18937.01,Printed
17576047.68,51510,196.71,14.34,55.65,111.41,242.35,3.41,17585.01,Printed
12531380.43,17085,190.30,45.96,57.08,135.62,18.65,0.41,1593.99,Printed
15963714.85,32640,206.96,21.97,54.44,123.10,24.35,2.41,1979.01,Printed
19798837.75,7905,178.88,0.86,54.87,132.46,220.65,0.41,15127.99,Printed
13815496.01,24480,185.79,27.82,57.98,120.65,86.65,3.41,5444.99,Printed
19187441.88,15810,170.00,5.26,53.58,111.81,222.65,0.59,15360.99,Printed
17898899.33,11220,186.76,16.62,63.84,117.10,179.65,4.41,11812.99,Printed
17353674.06,21165,195.87,39.26,53.89,123.64,132.65,2.41,8853.99,Printed
13195946.56,17850,215.49,15.29,63.60,120.50,70.65,4.41,4073.99,Printed
16998751.41,35190,203.26,33.34,51.68,134.15,80.65,2.41,5265.99,Printed
10398874.18,17850,172.50,19.01,51.58,123.54,122.65,1.41,8362.99,Printed
11290325.94,24225,213.75,45.15,50.97,129.83,36.65,1.41,2514.99,Printed
14385316.46,55845,188.48,35.22,51.13,126.50,399.35,2.41,27854.01,Printed
17944690.85,15300,195.00,8.50,57.12,128.29,131.65,1.41,8974.99,Printed
18184413.88,20655,205.52,29.12,58.93,134.90,31.65,0.41,2464.99,Printed
13704172.66,6885,178.88,37.17,57.40,132.82,223.65,0.41,15328.99,Printed
13705271.27,39015,197.91,24.53,56.42,124.94,196.35,0.41,12811.01,Printed
16597181.36,28560,208.64,5.48,52.92,124.49,437.35,0.59,28199.01,Printed
17620178.10,20400,202.38,24.31,59.54,141.87,139.65,3.59,10428.99,Printed
16852354.66,64770,219.14,5.14,69.80,143.35,257.35,2.59,15161.01,Printed
18020745.85,19635,231.09,15.24,69.27,145.45,121.65,2.59,9094.99,Printed
17029771.47,66045,210.48,17.02,69.24,148.43,115.35,3.59,5636.01,Printed
15601637.64,4335,222.62,0.78,83.39,161.73,228.65,3.59,16035.99,Printed
17217442.91,43095,195.00,6.15,65.70,135.90,46.35,1.41,3129.01,Printed
17740584.73,79305,222.21,4.94,63.05,128.77,1106.35,3.41,78065.01,Printed
15798941.14,37995,235.97,0.49,64.30,125.68,174.35,0.41,11337.01,Printed
21517099.27,12495,220.75,20.96,54.50,105.46,208.65,0.41,14323.99,Printed
14331131.30,57375,232.16,20.12,53.27,113.12,362.35,0.41,23933.01,Printed
13571403.76,11475,177.73,6.68,56.07,121.53,233.65,0.59,16086.99,Printed
27498902.75,41820,224.09,16.10,48.56,121.07,124.65,0.59,8892.99,Printed
11119686.98,24735,160.68,6.50,56.05,97.72,31.65,6.41,724.99,Printed
15854891.24,20400,200.08,81.78,42.98,98.76,102.35,1.59,5665.01,Printed
11479522.41,22950,188.31,10.50,59.23,119.72,85.65,1.59,6554.99,Printed
12247433.74,9180,183.17,51.57,62.78,111.09,179.65,4.41,11812.99,Printed
12015237.94,46155,158.28,16.49,45.08,73.38,502.35,20.41,49793.01,Printed
26681309.97,14535,235.97,63.80,43.82,93.73,206.65,0.41,14189.99,Printed
19017621.82,30090,223.13,0.37,54.53,126.86,53.35,2.59,2105.01,Printed
11688566.77,78540,199.42,2.25,47.00,97.61,448.35,11.41,38165.01,Printed
14680515.82,16065,239.06,31.43,53.96,120.09,179.65,2.59,12806.99,Printed
8151624.38,30600,197.76,25.51,67.27,149.36,61.65,17.59,9154.99,Printed
14413118.26,57630,207.19,12.27,52.18,122.85,228.35,2.59,13305.01,Printed
13068207.03,19890,209.76,15.77,59.00,124.41,83.65,4.59,7138.99,Printed
12489552.43,33915,189.19,18.18,58.14,133.34,5.65,4.59,2302.99,Printed
15435364.00,58395,204.77,15.25,49.06,109.99,359.35,0.59,23051.01,Printed
21868557.24,41565,227.54,6.27,62.35,128.55,1.65,1.59,1094.99,Printed
12935939.34,18105,219.83,3.20,62.45,127.59,174.65,8.59,13368.99,Printed
15237306.95,113730,211.85,18.58,57.04,118.30,667.35,1.59,42390.01,Printed
17814666.74,19380,219.69,36.63,51.58,104.25,213.65,1.59,14874.99,Printed
10781701.48,21930,190.24,3.46,58.31,124.23,9.65,3.59,2238.99,Printed
15039641.51,35190,205.52,10.72,58.88,108.90,116.35,0.41,7451.01,Printed
14127226.89,10200,219.14,36.44,50.99,112.75,133.65,2.59,9862.99,Printed
20093022.09,16320,219.14,30.95,48.97,106.03,218.65,2.59,15302.99,Printed
12877279.86,106845,215.16,29.28,57.88,119.63,338.35,2.59,20345.01,Printed
11978336.50,23205,215.16,1.88,60.83,114.40,29.35,2.59,569.01,Printed
17781455.44,7650,251.08,57.41,52.76,102.82,216.65,1.59,15069.99,Printed
12821256.64,46665,211.17,8.58,56.43,121.20,197.35,2.59,11321.01,Printed
15152628.01,15300,223.62,35.44,58.28,125.08,175.65,1.59,12404.99,Printed
10525564.18,40035,196.84,51.07,60.42,134.57,10.35,9.59,2970.99,Printed
18677778.87,18360,212.50,34.06,45.35,99.86,210.65,0.59,14568.99,Printed
19122934.51,45135,209.33,19.94,52.43,115.32,143.35,0.41,9260.01,Printed
11003153.26,74715,206.25,35.97,52.95,106.84,428.35,1.41,29105.01,Printed
8263360.62,19380,226.67,39.32,63.02,133.34,173.65,12.59,13902.99,Printed
22686320.50,7905,227.95,42.92,43.49,90.52,251.65,0.59,17274.99,Printed
15256598.70,20400,202.50,16.06,58.10,129.84,151.65,1.41,10334.99,Printed
9267321.60,40545,210.00,13.32,71.42,159.84,99.65,15.59,10572.99,Printed
17882412.12,75225,199.57,32.61,58.55,129.67,312.35,2.41,21851.01,Printed
4060964.64,6630,137.01,13.64,77.66,148.19,274.65,0.41,18745.99,Printed
14082879.44,20655,213.08,11.57,53.62,102.37,4.35,6.41,1903.01,Printed
18228367.67,27030,210.00,36.99,51.28,123.47,110.35,1.41,7481.01,Printed
10501046.03,33915,178.83,2.51,54.48,103.11,264.35,10.41,23227.01,Printed
18980846.63,17340,200.91,13.95,59.62,120.54,135.65,0.59,9618.99,Printed
12788862.57,59160,201.72,32.32,55.54,119.96,36.35,0.41,2091.01,Printed
15373294.34,10200,214.93,3.87,59.79,96.79,205.65,3.41,13774.99,Printed
16761761.21,30090,205.52,22.09,61.24,129.59,10.35,0.41,349.01,Printed
16995496.16,27030,185.45,0.78,49.21,108.23,70.35,10.41,8289.01,Printed
11622135.00,19890,182.14,9.92,61.33,128.08,125.65,3.59,9546.99,Printed
11855850.68,18870,164.62,5.97,58.57,110.73,25.65,12.41,1489.01,Printed
12995091.43,8670,138.43,59.16,59.95,100.13,251.65,3.41,16994.99,Printed
17281024.39,20400,182.69,18.55,61.85,137.37,173.65,0.41,11978.99,Printed
10100813.78,35445,209.33,25.74,51.43,115.45,117.35,0.41,7518.01,Printed
16047847.62,73185,179.19,43.52,52.12,110.62,347.35,7.41,27611.01,Printed
13841499.17,39015,183.99,8.84,55.26,106.55,173.35,12.41,17210.01,Printed
15787748.41,21675,231.46,7.44,76.80,145.33,118.65,1.59,8699.99,Printed
12469051.31,5865,153.00,3.74,50.11,75.30,178.65,13.41,10454.99,Printed
19819733.33,10200,251.46,39.81,47.79,110.83,122.04,1.28,9103.85,Printed
13930026.67,12240,251.46,28.27,47.68,100.00,122.04,1.28,9103.85,Printed
11118287.28,12240,240.22,15.49,55.34,106.99,178.04,1.72,13375.85,Printed
24234924.74,4080,174.66,11.79,37.34,109.85,142.04,2.28,10427.85,Printed
12349683.12,7140,219.58,14.01,44.52,75.89,202.04,1.28,14863.85,Printed
19498473.07,52020,255.00,25.70,40.33,91.12,229.96,3.28,17216.15,Printed
25557140.05,59160,244.38,4.04,42.40,96.53,149.96,1.28,10480.15,Printed
10527836.62,72420,204.00,33.53,36.21,112.67,205.96,15.72,6624.15,Printed
23340005.05,13260,237.29,9.29,46.00,90.96,182.04,1.28,13423.85,Printed
20380098.81,36720,244.38,9.56,45.10,104.13,61.96,1.28,4144.15,Printed
18764074.94,11220,213.75,32.94,42.00,94.50,178.04,2.72,13455.85,Printed
16030937.57,27540,240.00,3.81,38.61,102.69,102.04,2.72,8287.85,Printed
16871811.49,75480,194.61,11.41,32.08,101.26,405.96,5.28,31568.15,Printed
14372554.73,45900,215.16,22.43,37.53,117.22,113.96,6.72,4912.15,Printed
17081739.49,90780,204.00,1.35,39.11,105.95,401.96,5.72,24004.15,Printed
13731678.02,24480,204.00,7.24,39.70,132.26,90.04,5.72,7975.85,Printed
11405248.82,25500,212.50,16.70,45.57,164.02,66.04,22.72,9679.85,Printed
25852271.13,5100,246.77,0.00,41.76,119.50,186.04,8.72,14431.85,Printed
16152606.21,81600,255.00,6.75,49.06,111.23,345.96,4.72,20968.15,Printed
15376346.49,25500,231.82,14.19,46.63,96.59,41.96,4.72,904.15,Printed
16330535.21,10200,246.21,25.35,43.78,87.44,186.04,12.72,14719.85,Printed
11448800.19,48960,255.00,24.05,52.01,116.42,141.96,9.72,5504.15,Printed
15021779.25,13260,238.55,24.29,55.08,129.12,146.04,8.72,11951.85,Printed
11518261.15,37740,237.11,55.40,50.75,112.21,29.96,13.72,2479.85,Printed
26597858.92,11220,237.04,28.64,49.38,94.64,178.04,0.28,13215.85,Printed
12134766.43,18360,225.58,10.63,48.90,157.47,114.04,18.72,11407.85,Printed
17972693.12,116280,164.52,16.86,30.63,84.85,773.96,22.28,77080.15,Printed
18697921.68,30600,232.96,10.81,41.90,91.10,6.04,10.28,1516.15,Printed
16808757.31,8160,205.74,0.71,40.67,83.34,174.04,17.28,11503.85,Printed
18739659.88,20400,226.67,31.29,51.33,99.17,90.04,1.28,6799.85,Printed
21033861.95,16320,255.00,26.38,45.68,106.49,142.04,1.28,10543.85,Printed
17075646.79,18360,230.21,19.13,46.31,102.00,98.04,1.28,7375.85,Printed
26718706.40,105060,234.48,28.59,30.76,62.74,487.96,16.28,46006.15,Printed
21240645.02,51000,231.00,39.83,33.59,72.96,289.96,14.28,27684.15,Printed
15584171.62,21420,196.71,29.01,39.08,114.47,78.04,0.72,6295.85,Printed
13769560.12,35700,185.45,24.90,38.33,118.35,30.04,4.72,3847.85,Printed
16006528.52,85680,184.88,15.15,36.98,110.30,365.96,9.28,31024.15,Printed
11239946.67,13260,195.23,57.95,38.61,123.28,122.04,6.72,10191.85,Printed
17128465.44,97920,214.20,8.26,34.13,88.48,609.96,4.28,46204.15,Printed
14709695.80,13260,192.30,14.22,46.33,120.07,114.04,9.72,10111.85,Printed
14395312.85,25500,211.85,22.90,42.01,123.08,86.04,5.72,7715.85,Printed
11791818.85,49980,201.13,26.86,39.37,108.72,109.96,0.28,7232.15,Printed
16226318.81,89760,195.19,0.47,31.90,92.74,405.96,10.28,34888.15,Printed
14028967.47,88740,211.17,6.42,37.48,122.19,449.96,6.72,26416.15,Printed
11117960.23,32640,199.22,32.63,41.27,124.94,65.96,6.72,1840.15,Printed
15201930.28,29580,227.11,0.00,39.11,119.53,69.96,6.72,2096.15,Printed
14988896.26,97920,211.85,8.90,36.73,111.18,269.96,5.72,15424.15,Printed
15011856.71,33660,247.03,14.44,40.33,117.83,14.04,6.72,3279.85,Printed
9974744.06,23460,215.77,2.66,48.97,148.75,114.04,18.72,11407.85,Printed
9394538.75,44880,235.38,2.81,41.75,158.08,13.96,18.72,4751.85,Printed
13234829.12,30600,180.46,22.28,41.99,121.40,110.04,5.72,9275.85,Printed
12122591.12,59160,204.00,19.80,41.91,124.84,145.96,5.72,7364.15,Printed
14497348.65,34680,217.38,16.00,38.82,127.48,105.96,9.72,3308.15,Printed
11425262.21,7140,175.57,58.87,41.35,128.86,166.04,9.72,13283.85,Printed
12077257.91,27540,221.56,8.15,37.27,129.52,10.04,9.72,3767.85,Printed
21155960.84,20400,255.00,1.42,40.41,112.25,18.04,2.72,2575.85,Printed
21481627.23,25500,255.00,16.38,44.73,100.63,66.04,2.72,5839.85,Printed
13194681.69,9180,223.13,18.03,53.46,115.10,186.04,6.72,14287.85,Printed
19745079.26,19380,202.69,21.98,28.12,62.74,50.04,7.28,2671.85,Printed
24338874.39,22440,223.99,25.76,52.57,116.85,82.04,3.28,5871.85,Printed
27683602.25,31620,226.67,0.38,45.23,94.44,9.96,10.28,2812.15,Printed
22863218.95,16320,251.46,8.79,54.56,123.59,142.04,1.28,10543.85,Printed
33410767.20,29580,255.00,13.09,36.17,109.01,46.04,0.72,4055.85,Printed
25905334.51,43860,255.00,8.72,41.08,83.54,241.96,8.28,20604.15,Printed
22066814.43,75480,198.63,47.17,25.19,58.90,601.96,24.28,62804.15,Printed
10023828.68,14280,235.38,30.28,55.66,137.80,98.04,18.72,10575.85,Printed
11684153.91,4080,198.75,17.39,59.66,113.18,214.04,2.72,15903.85,Printed
15868709.15,44880,233.75,12.01,42.59,100.41,61.96,1.28,4144.15,Printed
17979242.63,7140,215.54,1.45,40.12,82.24,170.04,13.28,11503.85,Printed
22713016.02,17340,232.69,13.91,24.07,64.74,49.96,9.28,5744.15,Printed
11459157.45,6120,235.75,45.00,52.82,102.64,210.04,17.72,16351.85,Printed
15406674.51,25500,241.58,13.28,51.11,126.44,46.04,13.72,6811.85,Printed
15722644.29,15300,250.53,8.82,55.40,140.62,138.04,13.72,12055.85,Printed
9789547.74,37740,250.53,18.41,52.10,127.50,29.96,13.72,2479.85,Printed
32723766.37,31620,255.00,4.62,45.19,103.33,81.96,1.28,5584.15,Printed
29499949.37,15300,208.03,11.84,39.93,107.37,178.04,5.28,12815.85,Printed
24437561.86,37740,244.93,6.56,49.88,107.50,141.96,5.28,11504.15,Printed
25719179.53,14280,247.92,18.39,55.20,115.99,130.04,1.28,9679.85,Printed
30206950.14,60180,255.00,4.19,50.50,113.48,233.96,2.28,17020.15,Printed
2535092.31,8160,211.70,10.02,42.38,83.64,206.04,17.72,16139.85,Printed
15169062.56,29580,255.00,10.53,51.87,141.13,30.04,17.72,6811.85,Printed
8331307.01,7140,202.08,2.14,47.08,105.16,202.04,17.72,15927.85,Printed
17720833.42,59160,250.19,10.70,55.02,127.74,149.96,17.72,2728.15,Printed
5858723.08,7140,137.95,18.68,38.83,76.53,206.04,9.72,15723.85,Printed
13429990.40,37740,251.08,12.21,42.64,107.48,33.96,5.72,84.15,Printed
17334745.45,61200,232.16,4.31,45.40,109.64,137.96,3.72,7636.15,Printed
27608910.53,23460,236.25,5.71,48.04,110.32,113.96,2.72,6400.15,Printed
24432279.49,10200,240.00,15.94,37.64,106.50,178.04,2.72,13455.85,Printed
32879501.00,18360,251.46,1.89,50.01,108.70,50.04,1.28,3919.85,Printed
25151549.71,36720,237.53,13.60,47.91,111.69,65.96,2.28,4756.15,Printed
14734885.42,7140,205.65,11.33,55.66,103.65,198.04,8.72,15175.85,Printed
17197446.50,46920,251.14,15.68,48.14,100.93,69.96,4.72,2752.15,Printed
13597862.86,35700,227.54,27.12,49.71,109.96,21.96,5.72,695.85,Printed
12944683.49,54060,217.09,16.03,46.38,94.00,217.96,3.28,16328.15,Printed
17733267.14,21420,199.42,31.11,49.65,98.14,50.04,7.28,2671.85,Printed
13191470.18,71400,195.00,21.51,40.24,112.14,401.96,2.72,25984.15,Printed
16923654.42,31620,255.00,4.25,47.17,106.80,41.96,2.72,1504.15,Printed
23793740.62,26520,210.00,1.38,40.02,93.64,5.96,14.28,3544.15,Printed
14969429.56,17340,243.91,35.18,42.68,96.96,54.04,1.72,4819.85,Printed
17289077.47,11220,203.20,23.18,48.21,106.78,178.04,6.72,13775.85,Printed
11839602.95,34680,184.17,10.96,44.32,98.96,13.96,1.28,688.15,Printed
12317779.26,21420,213.75,0.41,49.69,98.65,50.04,2.72,4751.85,Printed
24334270.47,23460,208.39,19.67,42.86,87.89,42.04,22.28,1192.15,Printed
11314162.88,18360,161.25,6.07,30.03,96.00,118.04,2.72,9375.85,Printed
17911334.33,33660,196.79,16.66,35.36,77.42,37.96,21.28,8336.15,Printed
14916962.23,35700,198.75,1.05,46.66,102.30,14.04,2.72,2303.85,Printed
20643092.00,25500,251.30,27.12,44.22,104.97,90.04,1.72,7303.85,Printed
18527730.29,26520,236.52,14.88,45.17,102.49,34.04,1.72,3439.85,Printed
22307108.57,11220,232.50,12.75,45.50,109.00,138.04,2.72,10735.85,Printed
16325468.53,17340,247.50,7.67,49.84,105.42,114.04,2.72,9103.85,Printed
17819214.55,8160,231.09,39.74,47.10,119.53,202.04,6.72,15311.85,Printed
12563651.37,8160,245.19,20.13,53.62,130.08,182.04,18.72,14943.85,Printed
24368091.43,11220,232.50,6.38,45.75,108.00,138.04,2.72,10735.85,Printed
24589066.60,14280,255.00,15.68,40.68,94.67,102.04,1.72,8131.85,Printed
13425213.51,4080,127.50,48.57,38.50,125.84,202.04,26.72,16431.85,Printed
25897991.12,35700,251.46,1.32,36.29,77.28,97.96,1.28,6736.15,Printed
10833969.23,6120,232.50,9.81,47.74,100.38,206.04,2.72,15359.85,Printed
20389493.23,34680,214.74,4.15,21.73,44.56,141.96,24.28,19104.15,Printed
22877244.17,21420,241.22,14.09,50.19,102.68,22.04,3.28,1431.85,Printed
15326739.09,39780,199.57,0.81,24.52,55.07,161.96,21.28,19744.15,Printed
23825812.66,18360,242.86,14.80,38.00,84.28,90.04,13.28,4783.85,Printed
