% 1. Title: SCIAA Classifying printed and Handwritten text
% 
% 2. Sources:
% (a) Creator: Akhil Katpally
% (b) Donor: SCIAA 
% (c) Date: May, 2016
% 
@RELATION SCIAA
@ATTRIBUTE VerticalProjectionVariance  	NUMERIC
@ATTRIBUTE MajorHorizontalProjectionDifference   	NUMERIC
@ATTRIBUTE MajorVerticalEdge  	NUMERIC
@ATTRIBUTE pixelDistribution   NUMERIC
@ATTRIBUTE VerticalEdge   NUMERIC
@ATTRIBUTE Density   NUMERIC
@ATTRIBUTE DeviationWidth   NUMERIC
@ATTRIBUTE DeviationHeight   NUMERIC
@ATTRIBUTE DeviationArea   NUMERIC
@ATTRIBUTE class        {Printed, Handwritten}
@DATA
53324064.78,32895,117.40,15.78,23.07,44.04,378.48,73.00,97366.96,Handwritten
34690161.45,46410,97.98,5.03,21.01,38.66,587.48,74.00,141021.96,Handwritten
42408641.06,111180,98.86,10.27,24.92,38.13,3000.48,196.00,1100560.96,Handwritten
11340440.73,44625,167.17,40.97,26.20,44.93,183.48,39.00,57719.04,Handwritten
8687095.61,8160,124.53,22.67,39.10,83.38,699.52,43.00,137789.04,Handwritten
18271887.76,38505,161.90,56.22,34.29,53.82,327.52,3.00,84917.04,Handwritten
33761513.49,17850,136.00,19.74,27.85,57.82,243.52,9.00,77969.04,Handwritten
10050464.60,18615,118.66,3.30,27.99,46.30,347.52,28.00,99987.04,Handwritten
19548997.13,33150,156.12,68.49,33.20,57.24,5.48,31.00,66899.04,Handwritten
15493243.59,26265,161.58,65.84,28.05,45.85,13.48,28.00,63526.04,Handwritten
35060878.25,54315,106.36,0.34,27.31,43.91,1717.48,70.00,360143.96,Handwritten
24501587.68,28050,113.33,4.98,22.73,37.42,28.52,60.00,4479.96,Handwritten
14284456.86,21675,167.34,5.41,32.98,64.77,509.52,33.00,118049.04,Handwritten
24170995.21,13005,166.42,47.64,36.62,62.17,570.52,34.00,124184.04,Handwritten
7167345.23,5610,198.70,59.51,49.46,73.97,650.52,52.00,135366.04,Handwritten
8713995.95,22695,142.50,81.19,33.10,54.88,202.52,27.00,84695.04,Handwritten
12069846.96,25500,113.33,39.65,26.09,39.52,384.48,6.00,15900.96,Handwritten
1486724.56,2040,165.41,13.69,48.09,85.80,353.37,52.90,44004.14,Handwritten
501268.67,7140,228.16,NaN,39.42,137.57,362.37,70.90,45777.14,Handwritten
27826088.30,4335,239.06,38.88,36.77,98.95,394.37,25.90,44225.14,Handwritten
9355263.46,1020,138.80,14.24,49.02,106.88,415.37,10.90,45164.14,Handwritten
9491053.76,5355,177.08,21.58,34.17,69.79,337.37,17.90,39737.14,Handwritten
11646013.83,4080,206.58,10.06,35.94,72.63,262.37,10.90,33077.14,Handwritten
20039624.68,12240,176.54,68.81,24.89,64.20,362.37,11.90,41057.14,Handwritten
16011548.64,16320,148.75,17.80,23.39,63.35,181.37,5.90,25373.14,Handwritten
8597010.51,12750,173.27,40.63,37.19,59.47,78.37,11.90,18905.14,Handwritten
8386087.90,20145,120.49,6.76,35.02,53.16,5.37,1.10,7530.14,Handwritten
17063308.91,18615,184.95,69.44,38.98,64.35,314.63,1.10,21589.86,Handwritten
14196312.64,24735,195.50,68.18,31.76,52.31,364.63,0.10,25332.86,Handwritten
5608180.75,5865,216.51,68.32,42.66,73.26,270.37,36.90,38181.14,Handwritten
16428525.85,23715,155.22,38.87,22.43,38.69,31.63,2.10,3689.14,Handwritten
11540371.86,27540,174.94,27.48,25.42,43.62,10.63,3.90,8339.14,Handwritten
5032789.12,24480,135.64,11.53,26.79,45.36,58.63,4.10,203.14,Handwritten
9689548.94,8925,179.04,54.15,24.59,45.99,38.37,4.10,9321.14,Handwritten
6553460.22,20145,156.19,48.20,25.65,42.73,104.63,9.90,3537.14,Handwritten
18216390.34,14025,185.45,42.98,31.76,53.54,89.63,1.90,481.14,Handwritten
3288156.61,6120,127.50,71.10,34.38,83.06,342.37,35.90,41897.14,Handwritten
9773349.84,14025,212.02,33.10,30.36,45.30,47.37,0.90,12142.14,Handwritten
11417951.03,9690,144.50,38.24,29.41,49.41,80.37,0.10,14717.14,Handwritten
2692874.90,7140,201.63,6.70,37.11,73.87,221.37,46.90,37794.14,Handwritten
16975823.17,33150,129.74,3.06,21.65,43.80,285.63,24.10,35694.86,Handwritten
9842802.70,19380,147.90,77.29,31.33,54.20,247.63,10.10,21702.86,Handwritten
11341917.49,6630,170.00,80.86,39.41,61.20,107.37,15.10,12122.14,Handwritten
9717788.11,29325,127.50,23.19,30.37,46.40,424.63,16.10,44604.86,Handwritten
30899881.22,67575,103.89,5.07,25.46,45.77,2403.63,99.10,490596.86,Handwritten
9264024.81,11475,140.25,41.77,26.66,41.82,119.63,10.10,8902.86,Handwritten
10634029.87,18615,203.48,51.58,40.98,70.06,129.37,9.10,16310.14,Handwritten
23087033.12,16830,236.01,18.41,40.05,73.76,159.37,4.10,20695.14,Handwritten
19460876.27,10200,153.00,5.21,36.45,64.12,201.37,10.10,23197.14,Handwritten
29939758.87,12750,206.17,8.58,29.27,56.06,148.37,4.10,19661.14,Handwritten
10770002.60,16320,196.15,3.54,31.36,53.56,91.63,11.90,5645.14,Handwritten
11628020.50,22440,190.52,52.60,25.91,47.42,78.63,2.90,1970.14,Handwritten
7975447.93,10965,174.94,37.47,38.05,56.28,90.37,3.90,17025.14,Handwritten
12525966.47,24735,205.65,54.04,30.81,51.10,350.63,3.10,26451.86,Handwritten
21085120.44,19890,218.17,34.35,32.61,60.00,8.37,0.10,8237.14,Handwritten
12034144.56,10710,193.45,45.71,30.21,59.59,341.37,31.90,41439.14,Handwritten
13935216.14,28305,178.79,57.10,33.77,56.80,44.63,2.90,4928.14,Handwritten
9881876.41,12495,201.72,18.82,36.98,60.39,139.63,22.90,8303.14,Handwritten
5920260.70,11220,119.82,28.57,39.86,76.10,291.37,6.90,34764.14,Handwritten
13281639.50,6630,144.13,35.40,36.88,59.20,111.63,25.10,16412.86,Handwritten
8988055.43,2550,114.86,38.32,33.74,58.35,324.37,21.10,34199.14,Handwritten
16794372.15,63240,119.74,23.72,24.52,61.49,165.63,25.10,22622.86,Handwritten
19258124.90,17850,128.49,0.41,19.73,49.34,57.37,39.10,2367.86,Handwritten
18541259.46,37485,106.13,14.13,30.43,53.36,62.63,83.10,40067.86,Handwritten
22855087.27,35700,164.11,58.22,31.89,68.03,293.63,11.10,27038.86,Handwritten
17446630.44,7395,137.12,66.53,32.36,63.29,182.37,16.10,19737.14,Handwritten
46568912.15,35190,92.06,17.69,18.40,29.91,894.79,95.21,285899.14,Handwritten
17496492.60,28560,126.50,55.46,26.80,55.25,0.21,54.79,65665.86,Handwritten
11075884.99,15045,91.64,22.51,14.36,33.78,442.21,53.79,121550.86,Handwritten
9346461.60,19890,145.00,55.36,25.66,44.24,223.21,79.79,105686.86,Handwritten
11033282.38,11730,108.61,25.15,14.00,35.66,376.21,73.79,119402.86,Handwritten
28585089.78,21675,56.09,24.75,16.67,25.86,56.79,159.21,101645.14,Handwritten
6449623.11,32895,159.03,44.06,29.70,45.82,233.21,88.79,110828.86,Handwritten
8613600.57,16830,135.78,9.79,28.94,45.61,420.21,104.79,132555.86,Handwritten
22487877.52,33915,102.85,25.47,25.59,41.63,330.79,0.79,31559.14,Handwritten
19895311.51,17340,98.19,7.65,27.31,38.21,196.21,7.79,67292.86,Handwritten
47488752.41,39780,82.03,24.86,18.94,39.23,86.79,104.21,69085.14,Handwritten
29226956.12,35955,83.27,20.31,18.30,27.98,230.79,63.21,72467.14,Handwritten
40208582.84,33660,81.25,2.83,18.92,31.52,848.79,113.21,300877.14,Handwritten
27314090.20,8925,135.54,36.46,26.62,55.99,557.21,70.79,138548.86,Handwritten
6697575.00,8160,168.00,22.48,39.67,77.57,330.80,7.10,34544.12,Handwritten
19668317.89,24225,137.62,48.88,34.51,59.42,102.20,33.90,26040.88,Handwritten
25228891.52,63495,146.31,33.83,22.70,53.05,200.20,29.90,35676.88,Handwritten
17244931.27,11730,132.31,3.80,28.51,65.26,218.80,13.90,19585.12,Handwritten
12134780.64,14280,120.36,16.46,27.96,64.80,220.80,32.90,14914.12,Handwritten
9590809.70,11730,235.13,54.40,26.65,56.49,154.20,15.10,1624.88,Handwritten
9500122.04,30600,168.90,44.23,38.74,68.03,422.20,15.10,22260.88,Handwritten
10476826.82,6885,158.60,16.75,33.81,64.56,32.80,10.10,10549.12,Handwritten
6862278.92,9435,146.12,37.65,34.80,57.92,1.80,3.10,4675.12,Handwritten
13223434.30,27030,181.33,46.20,33.58,60.17,6.80,2.10,4649.12,Handwritten
8140949.81,15810,147.33,58.70,30.59,53.19,392.20,2.10,31260.88,Handwritten
9186559.92,7140,137.76,49.32,41.37,72.30,345.80,5.10,35555.12,Handwritten
8748952.55,7905,167.85,52.60,36.30,62.32,9.80,13.10,10067.12,Handwritten
4889638.53,7905,163.93,92.75,35.53,66.32,360.80,36.10,40487.12,Handwritten
8267543.72,43860,156.29,52.81,30.31,48.29,651.20,0.90,57957.88,Handwritten
8109031.04,18615,117.69,27.72,34.26,62.78,106.80,1.10,13278.12,Handwritten
7096288.34,2295,173.21,5.86,33.77,54.19,367.80,39.10,41209.12,Handwritten
17018045.95,76245,178.23,52.27,35.72,61.25,794.20,0.90,71256.88,Handwritten
14738842.85,40035,205.74,73.05,31.51,54.15,356.20,4.10,26352.88,Handwritten
9724069.29,13005,142.33,12.44,35.14,56.20,18.80,6.10,7565.12,Handwritten
11318222.58,14025,123.45,39.40,26.03,42.70,403.20,33.90,63966.88,Handwritten
45217216.90,35700,132.98,8.28,31.55,57.86,687.20,70.90,142855.88,Handwritten
44068262.36,9180,128.42,4.24,31.60,59.04,330.80,46.90,26606.12,Handwritten
12150354.78,21930,160.71,73.46,29.06,48.52,591.20,26.90,80171.88,Handwritten
12421528.78,16575,150.32,47.61,30.66,49.38,206.20,2.90,17940.88,Handwritten
18517101.93,14025,160.45,4.87,35.30,72.03,192.80,3.10,21674.12,Handwritten
11578606.96,8670,144.13,19.80,35.38,69.09,102.80,0.10,12539.12,Handwritten
10705032.29,9180,110.60,11.99,31.01,72.53,327.80,9.10,34589.12,Handwritten
12522171.93,14280,203.43,15.11,40.83,77.33,55.80,3.10,9481.12,Handwritten
11697558.98,9180,144.13,29.28,41.17,66.08,154.80,0.10,17323.12,Handwritten
25107175.92,13770,182.14,20.26,35.13,62.09,150.80,1.10,17282.12,Handwritten
17048475.16,14790,174.47,7.45,34.21,57.07,83.80,2.90,9609.12,Handwritten
18879805.60,9435,171.91,48.53,28.04,58.05,293.80,3.10,30663.12,Handwritten
11573656.97,12240,157.12,61.76,29.27,44.77,58.80,6.90,5558.12,Handwritten
5695547.65,11475,235.08,24.41,35.58,62.62,12.20,28.10,15679.12,Handwritten
10727927.97,10455,171.00,62.74,27.95,56.40,11.80,7.10,7429.12,Handwritten
8317894.96,17340,165.90,38.54,38.83,63.75,119.80,9.10,17325.12,Handwritten
12766912.45,26775,118.23,43.60,19.70,41.45,133.80,17.90,9199.12,Handwritten
11982040.30,21420,165.87,39.45,22.69,36.40,235.20,10.90,26399.88,Handwritten
18929893.95,16320,172.50,41.10,27.44,48.70,12.20,9.90,2940.88,Handwritten
13906414.73,20145,190.63,63.86,28.32,45.55,10.20,10.90,3224.88,Handwritten
18817147.93,25245,189.36,52.42,32.40,55.08,29.20,8.90,4167.88,Handwritten
8842762.90,24225,184.17,23.99,23.04,49.78,183.80,20.10,25871.12,Handwritten
11803052.25,7140,208.25,21.39,35.89,63.28,387.80,32.10,41639.12,Handwritten
23720970.88,4335,219.58,18.38,36.41,84.39,366.80,20.10,39047.12,Handwritten
24864100.26,2040,208.64,17.74,42.81,82.30,427.80,26.10,43739.12,Handwritten
4272456.22,4080,191.25,20.72,49.80,79.55,381.80,52.10,43199.12,Handwritten
19992277.91,35445,195.76,43.13,36.12,64.90,351.20,6.90,35031.88,Handwritten
15274505.91,18360,184.02,59.07,37.08,69.40,176.20,4.90,16398.88,Handwritten
11678040.00,5865,172.74,0.63,68.88,91.31,85.89,15.80,12533.45,Handwritten
9886973.88,6375,136.00,24.13,45.06,65.54,71.89,2.80,7713.45,Handwritten
9269530.25,11220,154.44,5.96,47.17,73.41,54.89,6.80,7722.45,Handwritten
12799664.45,13260,147.78,15.40,44.59,71.10,114.11,10.20,12606.55,Handwritten
16784651.76,8670,171.04,47.34,35.84,62.62,105.89,4.20,8373.45,Handwritten
10807195.08,18360,143.05,5.69,42.30,88.34,204.11,4.20,17046.55,Handwritten
22568766.69,10710,168.90,34.40,26.21,65.70,202.89,0.80,17192.45,Handwritten
18748909.15,9180,188.89,59.72,40.70,85.47,152.89,3.20,12450.45,Handwritten
13140564.22,10710,117.69,9.61,47.51,91.92,150.89,0.20,12963.45,Handwritten
8252966.82,8670,171.16,68.67,48.90,79.57,50.89,4.80,6788.45,Handwritten
9323632.77,9945,153.65,16.77,53.36,74.43,43.11,0.20,2168.55,Handwritten
15637892.91,9435,221.61,52.76,47.04,74.48,15.11,6.20,2330.55,Handwritten
13446269.66,17850,198.00,67.30,51.70,81.28,146.11,7.20,13856.55,Handwritten
14801951.12,8415,195.00,16.60,54.39,77.84,127.11,7.20,12241.55,Handwritten
8715539.99,18105,179.75,10.56,55.57,94.36,240.11,16.80,7062.55,Handwritten
14638235.73,21420,145.71,13.70,44.89,72.69,552.11,13.20,53934.55,Handwritten
10324643.58,19890,160.29,8.05,44.70,78.96,378.11,7.80,22266.55,Handwritten
12028471.18,28815,171.91,73.41,43.70,66.39,584.11,11.20,54926.55,Handwritten
17428253.18,6630,163.70,91.80,46.38,72.24,0.89,3.20,138.45,Handwritten
10667407.28,13005,149.08,51.01,51.66,98.93,192.89,12.80,18618.45,Handwritten
12822263.99,18870,191.25,49.34,45.31,68.80,2.89,2.20,673.45,Handwritten
12510884.69,7650,153.65,30.10,41.40,79.13,205.89,0.20,17253.45,Handwritten
12791698.07,6375,158.16,6.09,60.30,96.11,117.89,1.20,10131.45,Handwritten
7931484.43,8415,128.84,12.08,38.90,69.30,155.89,17.20,9613.45,Handwritten
14380729.30,13005,202.42,40.97,42.72,73.68,69.11,19.20,12651.55,Handwritten
34980340.03,12750,185.89,15.54,40.61,74.57,121.11,29.20,22665.55,Handwritten
4742816.61,4335,175.67,28.53,65.52,109.06,302.89,32.80,27228.45,Handwritten
9161584.80,10455,124.46,77.70,49.56,79.40,22.89,6.20,861.45,Handwritten
9012247.81,15555,180.37,1.60,39.73,67.12,164.89,4.20,13211.45,Handwritten
5013735.98,5865,145.71,19.20,60.11,84.95,285.89,21.80,25473.45,Handwritten
8808578.83,3315,191.25,10.23,70.48,95.81,308.89,25.80,27029.45,Handwritten
12032924.93,9435,129.07,73.72,42.14,68.06,180.11,3.20,14522.55,Handwritten
12405246.84,13770,149.81,79.38,48.14,64.56,34.11,2.20,2286.55,Handwritten
7985712.44,10710,159.85,65.35,61.03,99.98,67.89,10.80,9877.45,Handwritten
18651803.92,20910,202.13,102.09,52.87,83.65,59.89,4.20,4601.45,Handwritten
11017246.62,10710,149.67,79.40,41.16,61.26,103.11,14.20,13554.55,Handwritten
12290576.36,16065,119.00,42.04,44.81,67.41,18.89,12.20,1616.55,Handwritten
11217616.59,24735,164.41,59.25,48.48,82.85,13.89,1.80,3001.45,Handwritten
2214136.42,11220,255.00,NaN,23.34,147.45,139.89,62.80,26973.45,Handwritten
5757643.06,10965,112.60,55.87,35.97,48.35,157.89,0.80,13727.45,Handwritten
6150458.40,8160,198.33,23.16,67.73,83.96,147.89,23.80,18201.45,Handwritten
17619033.00,11985,139.64,52.73,50.06,75.79,106.89,6.20,7917.45,Handwritten
12214212.67,14790,198.00,63.34,47.33,64.38,93.11,7.20,9351.55,Handwritten
9925405.84,6885,144.81,76.74,51.88,78.62,221.89,3.20,18039.45,Handwritten
8027924.74,34935,233.45,82.11,53.80,64.12,66.11,6.80,868.55,Handwritten
17993000.36,4590,125.89,19.00,47.10,82.69,255.89,1.20,21033.45,Handwritten
10987704.31,7395,160.19,88.99,46.80,74.52,160.89,0.20,13743.45,Handwritten
12794350.77,15810,156.48,73.22,47.12,68.03,99.11,10.20,11286.55,Handwritten
10999456.13,7905,172.93,103.57,48.32,68.52,7.11,9.20,2807.55,Handwritten
8695752.48,4845,193.80,16.83,81.40,105.40,273.89,27.80,25413.45,Handwritten
11373376.57,24990,177.26,73.78,41.73,63.57,530.11,4.20,43778.55,Handwritten
7819256.79,16575,112.67,67.44,37.57,57.49,26.89,8.20,499.45,Handwritten
11109532.77,11985,140.11,38.80,41.01,63.41,192.89,13.20,13860.45,Handwritten
16287972.25,21930,255.00,37.93,48.43,79.38,226.11,3.80,14034.55,Handwritten
13809497.31,20655,194.61,24.91,45.78,61.84,5.11,1.80,1557.45,Handwritten
7998983.12,9180,156.48,1.94,50.85,72.54,42.89,10.20,1209.45,Handwritten
5157118.91,11730,130.69,83.88,47.93,64.56,157.11,2.20,12126.55,Handwritten
11792067.57,8925,148.48,52.55,51.00,89.78,91.89,1.20,8077.45,Handwritten
9308223.99,14535,149.03,27.19,41.69,61.85,101.11,0.80,6215.55,Handwritten
11144600.40,7650,178.83,11.33,60.60,78.92,44.89,0.80,5026.45,Handwritten
8270760.56,9435,188.77,15.62,50.87,72.92,22.11,0.80,132.55,Handwritten
9762296.29,17595,233.75,51.10,55.29,95.56,285.11,5.80,17078.55,Handwritten
9139739.99,12750,155.07,15.09,53.89,94.89,114.89,3.80,11199.45,Handwritten
12477192.01,11730,137.57,13.49,43.77,81.85,23.11,1.80,189.45,Handwritten
16662772.28,12750,156.22,24.63,37.21,58.12,303.11,33.20,44855.55,Handwritten
12861552.07,11475,139.58,3.85,51.60,91.54,200.89,17.20,13888.45,Handwritten
8642752.87,10965,160.56,22.25,44.52,72.12,195.89,23.80,20793.45,Handwritten
26744124.03,18615,181.27,0.91,40.18,71.30,221.89,5.20,17731.45,Handwritten
7441975.17,19125,154.67,92.04,37.44,94.21,192.89,16.80,19350.45,Handwritten
11532473.17,8670,120.00,26.76,37.65,62.56,45.11,7.20,5271.55,Handwritten
18575836.90,18870,161.33,54.48,37.39,66.55,247.11,20.20,30540.55,Handwritten
21480024.05,6120,135.31,91.19,47.52,73.05,95.89,20.20,3073.45,Handwritten
11285773.53,10200,151.52,42.02,54.12,86.81,3.89,8.80,4845.45,Handwritten
14019794.58,6630,162.61,40.36,61.65,102.62,259.89,8.80,22509.45,Handwritten
8113446.99,11730,201.88,48.92,52.02,76.52,41.89,5.80,6465.45,Handwritten
8409748.56,8415,148.48,35.17,50.92,67.89,103.89,1.20,9025.45,Handwritten
12997450.42,33660,159.76,60.83,43.44,63.62,306.11,5.20,26092.55,Handwritten
17468594.27,5100,122.78,58.58,44.16,76.53,262.89,3.20,21360.45,Handwritten
9550704.49,8925,149.27,63.12,43.11,71.25,60.89,4.20,4683.45,Handwritten
13557953.06,7905,158.16,48.17,42.87,68.17,123.89,1.20,10605.45,Handwritten
12938629.12,33915,175.12,43.05,48.22,73.53,179.11,5.20,15551.55,Handwritten
7039641.09,6630,141.67,38.38,65.19,109.91,273.89,23.80,25005.45,Handwritten
9078705.14,10965,155.59,35.36,66.96,112.75,192.89,18.80,19716.45,Handwritten
12168766.62,21930,173.40,100.89,42.82,78.08,126.89,2.80,11838.45,Handwritten
12211337.38,6885,154.82,72.42,46.97,65.50,170.89,6.20,13293.45,Handwritten
14308442.20,9180,174.78,40.20,50.94,79.48,30.11,11.20,5620.55,Handwritten
7797859.04,5610,182.14,22.51,66.56,97.35,242.89,28.80,23996.45,Handwritten
14848696.18,12240,148.26,63.96,52.97,71.93,39.89,8.20,1617.45,Handwritten
8934285.99,11730,191.25,12.09,67.91,112.36,181.89,17.80,18873.45,Handwritten
11331323.43,8160,142.80,73.73,40.02,65.77,140.89,2.80,12888.45,Handwritten
12335201.66,14535,139.09,85.41,43.25,61.43,119.89,0.80,10801.45,Handwritten
5149543.81,9180,215.33,47.16,78.73,121.46,207.89,32.80,22953.45,Handwritten
8343166.01,4590,142.03,11.14,63.67,92.72,335.89,1.20,27353.45,Handwritten
5196832.93,10200,129.11,64.69,51.31,70.01,136.89,1.20,11632.45,Handwritten
14252384.39,40545,165.17,68.51,42.47,61.23,210.11,10.20,21054.55,Handwritten
12013720.97,8160,172.05,46.56,40.21,58.93,7.11,5.20,1275.55,Handwritten
14140014.06,18105,162.27,71.15,43.01,59.10,321.11,10.20,30822.55,Handwritten
12480392.13,7395,162.27,50.67,36.43,61.87,104.89,10.20,6665.45,Handwritten
33828749.35,6120,233.75,57.04,54.06,87.53,178.89,6.20,13965.45,Handwritten
16817194.72,14790,198.00,15.42,41.94,67.23,47.11,7.20,5441.55,Handwritten
11990166.93,30090,194.29,63.14,44.52,69.12,1836.11,6.20,155294.55,Handwritten
9636159.11,8670,124.39,78.16,39.07,66.67,50.89,4.20,3863.45,Handwritten
13381673.20,13515,201.00,56.63,45.33,68.59,405.11,7.20,35871.55,Handwritten
12648481.00,17340,155.22,56.09,45.77,70.96,584.11,14.20,57806.55,Handwritten
7217426.24,6375,167.85,19.90,49.10,68.54,78.60,5.40,9165.43,Handwritten
4784080.97,5100,161.39,3.76,56.38,73.35,218.60,5.40,20225.43,Handwritten
20011333.91,2040,232.41,49.84,44.61,66.78,247.60,5.40,22516.43,Handwritten
1459804.12,7905,155.59,35.13,40.97,73.25,263.60,25.40,25700.43,Handwritten
11078262.54,16830,194.15,56.65,37.43,51.11,10.60,3.60,652.43,Handwritten
10654382.37,5610,141.67,58.34,39.73,56.72,177.60,3.40,16622.43,Handwritten
10279319.75,14790,178.50,24.86,43.09,65.89,11.60,4.40,3524.43,Handwritten
10012250.75,7140,141.99,44.55,39.32,56.11,109.60,3.60,9364.43,Handwritten
5641698.19,32385,147.78,53.25,24.97,39.86,120.40,3.60,10875.57,Handwritten
17303151.58,4845,199.94,53.54,39.48,53.62,93.60,3.60,7956.43,Handwritten
9405245.84,37230,205.24,15.65,34.26,48.01,707.40,2.40,56129.57,Handwritten
32216716.71,13515,146.95,3.58,31.85,74.68,194.40,33.60,34007.57,Handwritten
2976998.43,8160,95.63,14.89,30.25,53.71,240.60,11.60,19940.43,Handwritten
9703064.52,6375,124.53,1.74,33.54,57.09,288.60,1.60,25258.43,Handwritten
29304610.83,4845,183.14,2.32,43.54,68.92,281.60,25.60,22784.43,Handwritten
22900434.97,10200,179.36,47.35,37.02,55.52,42.40,33.60,16071.57,Handwritten
8133535.97,9180,194.10,4.04,43.86,67.61,92.60,17.40,13475.43,Handwritten
5939598.08,11730,220.75,34.01,35.80,54.76,115.40,17.40,460.57,Handwritten
7397466.04,7650,210.48,23.50,39.83,60.27,113.60,21.40,15866.43,Handwritten
9043590.52,31365,132.34,4.53,33.23,54.04,106.40,5.40,5449.57,Handwritten
8269275.43,57120,166.73,37.42,41.75,60.85,282.40,6.40,18711.57,Handwritten
12577315.72,13260,203.35,16.69,38.16,61.41,0.40,5.40,2924.43,Handwritten
15209062.97,21420,190.00,43.94,34.97,55.15,516.40,17.60,57987.57,Handwritten
11536259.01,33150,192.73,11.45,24.08,44.09,134.40,1.60,11119.57,Handwritten
25683293.05,27540,201.98,45.65,33.10,50.69,180.40,16.60,23175.57,Handwritten
14971261.60,8670,187.50,14.48,29.37,42.37,39.60,17.60,1275.57,Handwritten
6298384.35,21420,113.94,21.16,34.18,46.34,116.60,9.60,8522.43,Handwritten
8505230.00,6630,168.94,28.89,43.38,67.58,226.60,4.40,20724.43,Handwritten
24441571.44,9180,166.85,17.87,36.39,70.54,248.60,3.40,22373.43,Handwritten
6712415.42,9690,214.57,33.37,35.53,52.07,495.40,2.40,38745.57,Handwritten
5628870.40,17595,145.71,53.99,37.70,61.69,111.60,21.40,15740.43,Handwritten
9373816.77,26775,199.11,44.48,29.56,49.26,48.60,11.40,8661.43,Handwritten
16412051.72,25245,225.00,22.67,40.43,75.32,38.60,16.40,9536.43,Handwritten
16668098.48,34680,170.00,4.51,32.52,60.65,552.40,11.60,56187.57,Handwritten
12479851.99,30090,180.97,39.01,34.16,52.44,12.60,8.60,906.57,Handwritten
16174503.59,13770,170.00,23.84,44.15,66.31,121.60,3.40,12086.43,Handwritten
15807055.85,4080,255.00,45.56,51.84,77.44,276.60,21.40,26135.43,Handwritten
12231523.51,13260,198.75,42.63,39.13,64.87,111.60,16.40,14500.43,Handwritten
8015441.22,15045,192.97,21.57,32.14,47.57,41.40,10.40,1690.43,Handwritten
10634206.77,6375,188.21,33.75,36.06,48.74,104.60,0.40,9944.43,Handwritten
12602103.23,9945,191.25,33.85,33.90,59.51,23.60,4.40,4484.43,Handwritten
12564249.87,24990,140.04,9.42,28.51,42.09,219.40,37.60,39273.57,Handwritten
5246172.26,7140,132.22,20.89,31.77,47.79,145.61,4.16,13560.58,Handwritten
2640757.95,7905,202.24,49.95,37.44,45.67,84.61,27.16,13081.58,Handwritten
40872223.07,5610,111.44,21.13,37.25,98.03,153.61,49.84,7458.58,Handwritten
9167017.79,15300,153.58,83.05,32.45,47.83,7.61,2.84,485.58,Handwritten
10669584.04,7650,162.56,1.13,36.64,61.18,195.61,5.16,17693.58,Handwritten
12451399.03,12240,152.38,54.25,33.58,55.45,15.39,3.16,225.58,Handwritten
9566345.40,13515,139.94,63.90,31.30,61.23,96.39,3.16,6416.42,Handwritten
25120167.04,6630,252.32,61.28,46.26,75.49,88.39,9.84,10531.42,Handwritten
19101666.50,9180,199.22,0.71,28.96,49.79,22.61,10.84,242.42,Handwritten
10709207.09,12240,148.75,34.72,36.73,56.63,142.39,10.84,16082.42,Handwritten
10077632.48,8160,180.63,16.64,39.30,56.67,36.39,10.84,5906.42,Handwritten
3017629.80,6630,138.43,5.48,49.36,49.65,103.61,15.16,12083.58,Handwritten
2849882.82,5100,165.41,17.41,47.29,54.60,54.61,11.16,7757.58,Handwritten
13734828.82,30345,167.17,26.05,33.25,53.52,124.39,4.84,11936.42,Handwritten
17734629.05,25755,175.67,45.82,29.92,50.81,49.39,4.84,5186.42,Handwritten
1859892.97,6120,246.50,9.70,55.49,67.28,136.61,55.16,20073.58,Handwritten
27890940.35,8925,208.39,59.16,40.05,63.22,64.61,7.84,4431.58,Handwritten
11237159.64,9945,167.26,23.92,29.32,48.17,244.39,7.84,24305.42,Handwritten
9305041.68,3570,215.77,21.27,48.43,69.98,86.61,20.16,11853.58,Handwritten
32372378.68,18870,221.64,8.01,35.04,83.46,214.39,21.84,28417.42,Handwritten
5505385.01,4335,152.41,4.24,38.66,56.20,162.61,1.84,14241.58,Handwritten
8857709.17,6630,163.93,0.93,35.06,63.80,218.61,1.16,19293.58,Handwritten
12516812.97,5100,145.71,25.96,46.76,76.72,210.61,12.84,17669.58,Handwritten
18626385.53,9435,215.00,48.18,43.07,55.60,45.39,16.84,8714.42,Handwritten
11717008.46,21165,156.48,1.99,32.05,61.45,200.39,2.84,17818.42,Handwritten
11597379.72,62730,164.14,46.19,33.29,52.80,558.39,1.84,48485.42,Handwritten
17348747.10,36720,178.50,19.83,32.06,59.34,126.39,5.16,8066.42,Handwritten
4753819.95,5865,168.75,5.35,42.08,75.61,143.61,17.16,15153.58,Handwritten
12928786.54,13515,230.42,21.73,33.68,63.58,85.61,2.16,8314.58,Handwritten
7019490.52,12495,140.25,51.33,39.38,56.28,74.61,5.16,8013.58,Handwritten
7872140.20,34170,152.38,64.49,36.65,50.00,9.39,3.16,717.58,Handwritten
37909062.99,7140,153.00,15.71,32.17,81.68,381.36,37.77,70574.34,Handwritten
15316114.89,12240,201.32,51.71,33.94,60.21,65.36,8.23,40438.34,Handwritten
17533319.06,15300,143.44,61.52,30.11,52.51,50.64,5.77,19374.34,Handwritten
20802557.73,20400,142.66,16.40,22.30,45.50,42.64,20.77,12118.34,Handwritten
